CustomerID,Region,Sales,NetSales,Discount,Date,TransactionYear,TransactionMonth,DayOfWeek,ProductID,Quantity,Return,CustomerType,SalesChannel,PaymentMethod,SatisfactionScore,ProductCategory,IsHighValue
1015,West,12027.861706028163,11426.468620726755,5.0,2023-02-07 16:18:44.324324324,2023,2,Tuesday,145,9,0,VIP,Direct,Cash,7,Electronics,0
1016,Unknown,19838.544718495505,19838.544718495505,0.0,2023-10-25 14:32:04.324324324,2023,10,Wednesday,161,81,0,New,Direct,Bank Transfer,4,Books,0
1017,West,20026.218498590915,19024.90757366137,5.0,2023-10-04 12:43:57.837837836,2023,10,Wednesday,107,11,0,VIP,Direct,Credit Card,5,Books,0
1018,West,20234.90296882371,20234.90296882371,0.0,2024-07-14 17:23:36.216216216,2024,7,Sunday,142,96,0,New,Direct,Cash,10,Toys,0
1019,West,17749.672642603782,16862.189010473594,5.0,2023-02-11 12:16:34.594594594,2023,2,Saturday,119,10,0,Returning,Direct,Credit Card,5,Sports,0
1020,East,23114.249661737493,19647.11221247687,15.0,2024-08-03 12:32:25.945945944,2024,8,Saturday,196,86,0,Returning,Direct,Bank Transfer,1,Clothing,0
1021,South,14661.897853087028,12462.613175123974,15.0,2023-12-27 04:36:45.405405404,2023,12,Wednesday,189,17,0,VIP,In-Store,Cash,6,Books,0
1022,North,19288.10257489353,18323.697446148853,5.0,2024-08-15 00:25:56.756756752,2024,8,Thursday,138,68,0,New,Direct,Credit Card,9,Toys,0
1023,South,20601.478158559494,19571.404250631516,5.0,2023-03-09 01:22:09.729729729,2023,3,Thursday,184,48,0,VIP,Online,Cash,2,Toys,0
1024,West,22572.194170293744,19186.36504474968,15.0,2023-03-02 16:05:45.945945946,2023,3,Thursday,148,52,1,VIP,In-Store,Cash,7,Clothing,0
1025,West,23558.07439044445,23558.07439044445,0.0,2024-09-22 08:04:19.459459456,2024,9,Sunday,163,25,0,New,Online,Cash,6,Health & Beauty,0
1026,South,14376.789540810654,12220.271109689056,15.0,2024-03-14 17:52:25.945945944,2024,3,Thursday,161,21,0,VIP,Direct,Cash,5,Health & Beauty,0
1027,South,12329.429146321889,12329.429146321889,0.0,2023-12-18 06:01:48.108108108,2023,12,Monday,153,65,0,Returning,Online,Cash,4,Health & Beauty,0
1028,South,26388.384109492545,25068.964904017917,5.0,2023-04-17 15:39:49.189189188,2023,4,Monday,108,63,0,VIP,Direct,Cash,4,Home & Kitchen,0
1029,West,21661.57005989796,20578.49155690306,5.0,2023-01-27 04:25:13.513513513,2023,1,Friday,187,89,0,New,Direct,Cash,6,Sports,0
1030,West,16257.567317217232,16257.567317217232,0.0,2024-07-14 17:23:36.216216216,2024,7,Sunday,136,51,0,New,In-Store,Bank Transfer,4,Sports,0
1031,North,27755.75987761261,26367.971883731978,5.0,2023-03-07 18:42:52.972972973,2023,3,Tuesday,148,36,0,Returning,In-Store,Bank Transfer,5,Health & Beauty,1
1032,North,20578.373171464293,20578.373171464293,0.0,2024-06-23 00:15:51.351351352,2024,6,Sunday,140,81,0,New,Direct,Cash,6,Clothing,0
1033,West,25896.48592031913,23306.837328287216,10.0,2023-05-10 15:26:50.810810810,2023,5,Wednesday,116,88,0,New,In-Store,Cash,5,Home & Kitchen,0
1034,South,19829.711341573104,16855.254640337138,15.0,2023-11-28 10:52:58.378378376,2023,11,Tuesday,187,66,0,Returning,Online,Bank Transfer,7,Sports,0
1035,South,30303.739624409936,27273.365661968943,10.0,2024-09-14 00:49:00.540540536,2024,9,Saturday,120,15,0,VIP,In-Store,Bank Transfer,9,Health & Beauty,1
1036,North,28776.70421221602,28776.70421221602,0.0,2023-06-29 10:58:44.324324324,2023,6,Thursday,150,96,0,Returning,In-Store,Bank Transfer,10,Home & Kitchen,1
1037,West,18755.179257604632,15941.902368963936,15.0,2024-08-02 05:53:09.189189184,2024,8,Friday,158,39,0,VIP,Online,Cash,7,Clothing,0
1038,North,24857.85475477177,24857.85475477177,0.0,2023-01-27 19:44:51.891891892,2023,1,Friday,138,70,0,Returning,In-Store,Credit Card,7,Health & Beauty,0
1039,North,23226.879747925737,19742.847785736878,15.0,2024-08-27 03:39:05.945945944,2024,8,Tuesday,154,1,0,VIP,Direct,Credit Card,4,Electronics,0
1040,East,26843.157787661745,22816.684119512483,15.0,2023-03-11 14:40:43.243243243,2023,3,Saturday,140,23,0,Returning,Online,Credit Card,1,Books,0
1041,East,15175.382697099478,12899.075292534555,15.0,2024-09-21 16:44:41.081081080,2024,9,Saturday,138,39,0,VIP,Direct,Credit Card,8,Clothing,0
1042,East,23430.2572999922,19915.71870499337,15.0,2023-05-14 11:24:41.081081080,2023,5,Sunday,112,57,1,Returning,Online,Cash,4,Toys,0
1043,South,25292.12243424794,25292.12243424794,0.0,2024-04-22 16:50:27.027027024,2024,4,Monday,163,81,1,VIP,Direct,Credit Card,1,Toys,0
1044,West,11206.302567884428,9525.357182701764,15.0,2024-07-07 16:47:34.054054048,2024,7,Sunday,110,34,0,Returning,Direct,Bank Transfer,5,Clothing,0
1045,West,21005.49523357484,17854.670948538613,15.0,2024-06-14 01:40:54.054054048,2024,6,Friday,118,41,0,New,In-Store,Bank Transfer,8,Toys,0
1046,West,9803.839111199495,8823.455200079547,10.0,2023-01-31 15:42:42.162162162,2023,1,Tuesday,110,93,0,VIP,Direct,Credit Card,4,Sports,0
1047,West,18652.96582777721,17720.31753638835,5.0,2023-03-14 19:18:55.135135135,2023,3,Tuesday,176,73,0,Returning,In-Store,Bank Transfer,8,Clothing,0
1048,East,23587.71127897981,22408.325715030816,5.0,2023-04-09 08:24:30.270270270,2023,4,Sunday,145,13,0,VIP,Online,Cash,8,Electronics,0
1049,South,27511.78526048014,24760.606734432127,10.0,2024-02-18 20:06:29.189189188,2024,2,Sunday,144,70,0,VIP,Direct,Credit Card,3,Clothing,1
1050,South,20370.473902098875,18333.42651188899,10.0,2023-11-17 14:19:05.945945944,2023,11,Friday,100,6,0,Returning,Direct,Credit Card,9,Health & Beauty,0
1051,East,28143.07772785646,28143.07772785646,0.0,2024-03-08 23:55:40.540540536,2024,3,Friday,139,84,0,VIP,Online,Cash,3,Health & Beauty,1
1052,South,13099.492708925543,13099.492708925543,0.0,2024-06-15 08:20:10.810810808,2024,6,Saturday,118,52,0,Returning,Online,Bank Transfer,1,Home & Kitchen,0
1053,East,11483.087803224227,11483.087803224227,0.0,2024-03-29 10:24:08.648648648,2024,3,Friday,175,3,0,New,Direct,Cash,2,Toys,0
1054,West,19722.261505516904,17750.035354965214,10.0,2024-09-21 01:25:02.702702696,2024,9,Saturday,171,81,0,VIP,Online,Cash,6,Books,0
1055,East,21920.32724469653,19728.29452022688,10.0,2023-02-14 16:54:46.486486486,2023,2,Tuesday,171,63,0,New,In-Store,Bank Transfer,10,Toys,0
1056,West,19836.52625952953,16861.0473206001,15.0,2023-11-27 19:33:20.000000000,2023,11,Monday,160,49,0,VIP,Online,Cash,2,Sports,0
1057,West,9662.789499800618,9662.789499800618,0.0,2024-03-30 01:43:47.027027024,2024,3,Saturday,111,76,0,VIP,Online,Bank Transfer,6,Clothing,0
1058,North,19838.544718495505,19838.544718495505,0.0,2023-08-02 22:39:16.756756756,2023,8,Wednesday,160,47,0,VIP,Direct,Bank Transfer,1,Books,0
1059,East,13477.652497475734,13477.652497475734,0.0,2023-02-12 03:36:12.972972973,2023,2,Sunday,132,55,0,Returning,In-Store,Cash,1,Books,0
1060,North,23348.362744150192,22180.94460694268,5.0,2023-11-11 05:02:42.162162160,2023,11,Saturday,144,64,0,New,Online,Bank Transfer,5,Toys,0
1061,East,21832.99123048424,18558.042545911605,15.0,2024-02-19 11:26:07.567567564,2024,2,Monday,189,65,0,VIP,In-Store,Cash,10,Books,0
1062,East,15300.601068363225,15300.601068363225,0.0,2024-04-25 21:28:38.918918920,2024,4,Thursday,191,81,0,Returning,In-Store,Bank Transfer,9,Books,0
1063,North,17430.665413316532,17430.665413316532,0.0,2024-09-08 22:11:53.513513512,2024,9,Sunday,168,67,0,VIP,In-Store,Credit Card,8,Health & Beauty,0
1064,North,14703.93239055524,14703.93239055524,0.0,2023-05-16 09:23:36.216216216,2023,5,Tuesday,107,90,0,Returning,Direct,Bank Transfer,3,Electronics,0
1065,East,19686.60451363414,18702.274287952434,5.0,2023-04-25 22:55:08.108108108,2023,4,Tuesday,124,15,0,VIP,Online,Bank Transfer,3,Clothing,0
1066,South,24775.71160250619,23536.92602238088,5.0,2024-05-03 13:24:19.459459456,2024,5,Friday,190,32,0,New,Direct,Cash,1,Toys,0
1067,West,15071.369768322282,13564.232791490054,10.0,2024-01-26 20:19:27.567567564,2024,1,Friday,145,96,0,New,Online,Bank Transfer,3,Health & Beauty,0
1068,North,22520.23257758922,19142.197690950838,15.0,2024-07-04 12:09:22.162162160,2024,7,Thursday,186,68,0,VIP,Online,Credit Card,1,Sports,0
1069,West,17348.711908137797,15613.840717324018,10.0,2024-01-17 21:44:30.270270268,2024,1,Wednesday,129,18,0,Returning,Direct,Credit Card,8,Sports,0
1070,Unknown,16035.635838688278,13630.290462885036,15.0,2024-03-20 11:49:11.351351352,2024,3,Wednesday,146,83,1,VIP,In-Store,Bank Transfer,1,Home & Kitchen,0
1071,South,19464.84820022721,18491.60579021585,5.0,2024-01-20 11:03:03.783783780,2024,1,Saturday,186,43,0,Returning,In-Store,Bank Transfer,5,Books,0
1072,South,14823.788387903129,14823.788387903129,0.0,2023-06-07 17:50:59.459459458,2023,6,Wednesday,148,35,0,VIP,Online,Credit Card,9,Books,0
1073,North,17231.75347326409,15508.57812593768,10.0,2023-05-17 00:43:14.594594594,2023,5,Wednesday,146,78,0,Returning,Direct,Cash,7,Toys,0
1074,South,14010.610537055758,14010.610537055758,0.0,2023-08-17 15:10:59.459459460,2023,8,Thursday,183,58,0,New,In-Store,Credit Card,4,Electronics,0
1075,North,29823.625664581945,26841.263098123753,10.0,2023-06-08 09:10:37.837837836,2023,6,Thursday,181,33,1,VIP,In-Store,Credit Card,9,Electronics,1
1076,South,20176.317759858644,19167.501871865712,5.0,2024-02-11 19:30:27.027027024,2024,2,Sunday,117,14,0,New,Online,Bank Transfer,9,Toys,0
1077,West,16501.372460037073,15676.303837035219,5.0,2024-08-11 19:47:44.864864864,2024,8,Sunday,165,34,0,New,Online,Bank Transfer,2,Toys,0
1078,West,21069.899553671108,20016.40457598755,5.0,2024-08-29 01:38:01.081081080,2024,8,Thursday,167,61,0,VIP,Direct,Credit Card,10,Health & Beauty,0
1079,Unknown,19438.35975154585,17494.523776391266,10.0,2024-07-16 00:02:52.972972968,2024,7,Tuesday,193,4,0,VIP,Online,Cash,10,Sports,0
1080,West,18895.152002333885,16060.879201983802,15.0,2023-11-25 21:34:24.864864864,2023,11,Saturday,132,88,0,Returning,In-Store,Credit Card,6,Toys,0
1081,East,23070.83350021713,20763.750150195418,10.0,2023-02-25 13:28:38.918918919,2023,2,Saturday,135,59,0,Returning,In-Store,Credit Card,4,Sports,0
1082,West,23787.538550236524,20219.407767701046,15.0,2024-02-27 18:41:26.486486488,2024,2,Tuesday,181,29,0,New,In-Store,Cash,8,Home & Kitchen,0
1083,North,17347.494261947362,15612.744835752626,10.0,2023-04-22 18:16:56.216216216,2023,4,Saturday,118,83,1,Returning,In-Store,Credit Card,7,Sports,0
1084,West,17120.9087967766,15408.817917098939,10.0,2024-04-06 02:19:49.189189184,2024,4,Saturday,127,6,0,Returning,Direct,Credit Card,7,Health & Beauty,0
1085,East,18624.74151424178,17693.50443852969,5.0,2023-09-29 10:06:50.810810808,2023,9,Friday,139,97,0,VIP,Direct,Bank Transfer,10,Books,0
1086,East,8490.394176322076,8490.394176322076,0.0,2024-05-06 18:02:31.351351352,2024,5,Monday,183,49,0,Returning,Online,Cash,9,Books,0
1087,South,12424.044689007238,12424.044689007238,0.0,2024-01-20 11:03:03.783783780,2024,1,Saturday,196,40,0,New,Online,Bank Transfer,5,Sports,0
1088,North,26834.371337222623,22809.21563663923,15.0,2024-05-06 18:02:31.351351352,2024,5,Monday,175,83,0,Returning,Online,Bank Transfer,6,Books,0
1089,West,28224.83856750642,28224.83856750642,0.0,2024-08-12 11:07:23.243243240,2024,8,Monday,114,65,0,New,Direct,Cash,1,Books,1
1090,South,18754.81980221811,16879.337821996298,10.0,2024-03-24 07:47:01.621621616,2024,3,Sunday,140,69,0,VIP,In-Store,Cash,6,Clothing,0
1091,Unknown,22882.784815278832,20594.50633375095,10.0,2023-02-21 02:11:10.270270270,2023,2,Tuesday,138,27,0,New,Online,Credit Card,2,Home & Kitchen,0
1092,West,21556.25077271768,20478.438234081797,5.0,2024-08-14 09:06:18.378378376,2024,8,Wednesday,101,80,0,Returning,In-Store,Bank Transfer,6,Health & Beauty,0
1093,South,35394.40404227619,33624.683840162375,5.0,2023-03-29 11:50:37.837837837,2023,3,Wednesday,162,6,1,VIP,Online,Cash,9,Health & Beauty,1
1094,South,25597.874557172883,25597.874557172883,0.0,2023-10-03 21:24:19.459459456,2023,10,Tuesday,128,13,0,Returning,Online,Bank Transfer,8,Books,0
1095,South,19360.412042596166,16456.35023620674,15.0,2023-10-27 12:30:59.459459456,2023,10,Friday,173,64,0,VIP,Online,Bank Transfer,9,Electronics,0
1096,South,15222.297796997873,15222.297796997873,0.0,2023-08-11 21:14:14.054054052,2023,8,Friday,165,62,0,VIP,Online,Cash,10,Health & Beauty,0
1097,South,11967.768398712138,11967.768398712138,0.0,2023-03-21 19:54:57.297297297,2023,3,Tuesday,150,99,0,Returning,Online,Credit Card,8,Home & Kitchen,0
1098,West,21017.318179336115,21017.318179336115,0.0,2024-07-16 00:02:52.972972968,2024,7,Tuesday,174,19,0,Returning,In-Store,Bank Transfer,3,Toys,0
1099,South,16218.246273578485,16218.246273578485,0.0,2024-08-07 23:49:54.594594592,2024,8,Wednesday,176,76,0,VIP,Online,Cash,8,Home & Kitchen,0
1100,North,12888.731452011629,11599.858306810465,10.0,2024-07-07 16:47:34.054054048,2024,7,Sunday,109,80,0,VIP,In-Store,Credit Card,6,Books,0
1101,East,16767.13557878737,14252.065241969263,15.0,2023-07-16 16:49:00.540540540,2023,7,Sunday,113,43,0,Returning,Direct,Bank Transfer,6,Books,0
1102,South,14592.259981928026,13133.033983735224,10.0,2024-06-29 09:32:15.135135136,2024,6,Saturday,181,74,0,New,Online,Cash,6,Clothing,0
1103,Unknown,28435.708175362823,24170.3519490584,15.0,2023-05-27 05:57:28.648648648,2023,5,Saturday,150,89,0,Returning,In-Store,Bank Transfer,3,Sports,1
1104,West,24408.19878474725,23187.788845509884,5.0,2023-10-21 03:14:35.675675676,2023,10,Saturday,172,20,0,VIP,Direct,Cash,10,Health & Beauty,0
1105,South,19960.136793416917,19960.136793416917,0.0,2023-08-08 16:36:02.162162160,2023,8,Tuesday,138,95,0,Returning,Direct,Cash,1,Sports,0
1106,South,27399.72069445013,24659.74862500512,10.0,2023-07-17 08:08:38.918918918,2023,7,Monday,127,68,0,New,Direct,Bank Transfer,4,Sports,1
1107,South,20386.84153823809,17328.815307502377,15.0,2024-08-30 23:36:56.216216216,2024,8,Friday,102,44,0,Returning,In-Store,Bank Transfer,10,Health & Beauty,0
1108,West,15693.578993358682,14908.900043690748,5.0,2023-01-13 03:13:09.189189189,2023,1,Friday,183,23,0,VIP,Online,Cash,6,Health & Beauty,0
1109,South,27615.620386348288,26234.839367030872,5.0,2024-07-16 00:02:52.972972968,2024,7,Tuesday,169,2,0,Returning,Online,Credit Card,10,Books,1
1110,East,22694.550218423294,22694.550218423294,0.0,2023-12-24 15:18:11.891891888,2023,12,Sunday,126,22,0,VIP,In-Store,Bank Transfer,2,Health & Beauty,0
1111,West,14813.769228367715,12591.703844112557,15.0,2024-02-17 13:27:12.432432432,2024,2,Saturday,101,57,0,VIP,Online,Cash,7,Electronics,0
1112,East,19048.30660958196,17143.475948623764,10.0,2023-12-11 20:45:24.324324324,2023,12,Monday,192,72,0,Returning,In-Store,Cash,7,Electronics,0
1113,West,15621.908733076214,15621.908733076214,0.0,2023-12-23 23:58:33.513513512,2023,12,Saturday,137,7,0,VIP,Online,Credit Card,4,Toys,0
1114,South,13086.00134517832,11777.401210660488,10.0,2023-10-31 23:48:28.108108108,2023,10,Tuesday,102,78,0,VIP,Direct,Credit Card,4,Health & Beauty,0
1115,East,24630.88773765821,23399.343350775296,5.0,2023-06-21 03:43:25.405405404,2023,6,Wednesday,115,56,0,New,Online,Credit Card,1,Clothing,0
1116,West,29547.08320235065,26592.374882115582,10.0,2023-01-02 06:39:16.756756756,2023,1,Monday,193,67,0,New,In-Store,Bank Transfer,2,Toys,1
1117,North,13007.162130904291,11706.445917813862,10.0,2024-05-06 02:42:52.972972968,2024,5,Monday,139,16,0,New,In-Store,Cash,9,Books,0
1118,South,22814.846183452853,22814.846183452853,0.0,2023-01-10 13:54:35.675675675,2023,1,Tuesday,101,83,0,New,Direct,Cash,10,Health & Beauty,0
1119,West,16746.787154390866,15072.10843895178,10.0,2024-01-22 09:01:58.918918916,2024,1,Monday,180,51,0,VIP,In-Store,Cash,8,Electronics,0
1120,North,17564.37308117652,17564.37308117652,0.0,2023-08-16 23:51:21.081081080,2023,8,Wednesday,140,82,1,Returning,Online,Credit Card,8,Clothing,0
1121,West,17038.030378805655,16186.128859865372,5.0,2024-02-16 22:07:34.054054052,2024,2,Friday,111,80,0,VIP,Online,Cash,9,Toys,0
1122,North,15680.04615160092,15680.04615160092,0.0,2024-06-02 13:47:23.243243240,2024,6,Sunday,134,72,0,VIP,Direct,Bank Transfer,7,Clothing,0
1123,South,20242.608139724136,20242.608139724136,0.0,2024-06-19 04:18:01.081081080,2024,6,Wednesday,164,97,0,VIP,In-Store,Credit Card,9,Health & Beauty,0
1124,East,15845.249417944811,13468.46200525309,15.0,2023-03-26 07:12:25.945945946,2023,3,Sunday,154,12,0,Returning,Direct,Credit Card,10,Home & Kitchen,0
1125,North,21352.284128899195,19217.055716009276,10.0,2023-07-18 14:47:55.675675674,2023,7,Tuesday,144,53,0,New,Online,Credit Card,2,Clothing,0
1126,Unknown,19748.809452754314,18761.368980116597,5.0,2024-09-08 22:11:53.513513512,2024,9,Sunday,178,75,0,VIP,Direct,Credit Card,6,Clothing,0
1127,South,18805.25976566795,18805.25976566795,0.0,2023-11-04 04:26:40.000000000,2023,11,Saturday,189,5,0,VIP,In-Store,Bank Transfer,3,Books,0
1128,North,15462.18168979201,14689.07260530241,5.0,2024-07-24 22:37:50.270270264,2024,7,Wednesday,184,27,0,New,Direct,Cash,6,Electronics,0
1129,West,17116.143347158337,14548.721845084587,15.0,2023-12-13 18:44:19.459459456,2023,12,Wednesday,161,12,0,VIP,In-Store,Bank Transfer,3,Health & Beauty,0
1130,West,19780.32673303419,17802.29405973077,10.0,2023-07-14 03:30:27.027027026,2023,7,Friday,148,17,1,Returning,In-Store,Cash,8,Clothing,0
1131,West,22504.585938121905,22504.585938121905,0.0,2023-06-21 03:43:25.405405404,2023,6,Wednesday,194,6,0,VIP,Online,Bank Transfer,4,Health & Beauty,0
1132,North,15112.223776007246,13601.00139840652,10.0,2023-09-21 18:11:10.270270268,2023,9,Thursday,124,97,1,VIP,Online,Credit Card,10,Electronics,0
1133,North,20496.66152714613,17422.16229807421,15.0,2023-01-16 07:51:21.081081081,2023,1,Monday,122,5,0,New,Online,Credit Card,6,Books,0
1134,North,23756.935616858944,20193.3952743301,15.0,2024-09-17 20:46:50.810810808,2024,9,Tuesday,123,57,0,VIP,In-Store,Bank Transfer,9,Health & Beauty,0
1135,East,11652.97359439314,11070.324914673482,5.0,2023-07-21 04:06:29.189189188,2023,7,Friday,137,28,0,VIP,Direct,Bank Transfer,2,Sports,0
1136,North,22716.80096189968,22716.80096189968,0.0,2023-12-31 00:34:35.675675672,2023,12,Sunday,127,78,0,Returning,In-Store,Cash,2,Electronics,0
1137,North,16686.881205270765,15852.537145007227,5.0,2024-04-07 08:59:05.945945944,2024,4,Sunday,120,69,0,New,Online,Bank Transfer,7,Electronics,0
1138,North,22852.9933429658,19425.04434152093,15.0,2024-03-01 23:19:38.378378376,2024,3,Friday,153,59,1,New,Online,Bank Transfer,2,Toys,0
1139,East,16183.704217287415,14565.333795558674,10.0,2024-06-10 21:02:42.162162160,2024,6,Monday,117,33,0,Returning,Direct,Cash,2,Books,0
1140,North,10975.589496677405,10426.810021843534,5.0,2023-06-25 15:00:54.054054054,2023,6,Sunday,135,62,0,VIP,Online,Cash,4,Books,0
1141,West,11862.287810584186,11269.173420054976,5.0,2024-08-16 07:05:13.513513512,2024,8,Friday,198,50,0,New,Online,Cash,9,Sports,0
1142,North,20240.42473330691,18216.38225997622,10.0,2023-09-05 19:00:10.810810808,2023,9,Tuesday,144,19,0,New,Online,Bank Transfer,8,Health & Beauty,0
1143,West,21298.61250860741,20233.68188317704,5.0,2024-04-05 11:00:10.810810808,2024,4,Friday,172,86,1,VIP,Direct,Cash,2,Home & Kitchen,0
1144,West,15478.416874477956,13930.575187030161,10.0,2023-10-10 22:00:21.621621620,2023,10,Tuesday,152,69,0,VIP,In-Store,Credit Card,8,Sports,0
1145,West,23192.96229388687,23192.96229388687,0.0,2024-09-29 08:40:21.621621616,2024,9,Sunday,129,66,0,New,Online,Credit Card,4,Toys,0
1146,East,11692.3996886552,10523.159719789679,10.0,2023-09-30 01:26:29.189189188,2023,9,Saturday,159,94,0,VIP,Direct,Credit Card,2,Books,0
1147,East,19669.601006763416,19669.601006763416,0.0,2023-02-05 18:19:49.189189189,2023,2,Sunday,197,47,0,New,Online,Bank Transfer,10,Electronics,0
1148,East,13944.919001187716,12550.427101068944,10.0,2024-03-20 11:49:11.351351352,2024,3,Wednesday,131,39,1,VIP,Direct,Credit Card,7,Books,0
1149,North,16740.819460989205,14229.696541840824,15.0,2024-09-11 11:30:27.027027024,2024,9,Wednesday,166,68,0,VIP,Online,Bank Transfer,6,Sports,0
1150,West,20143.72411467409,17122.165497472975,15.0,2023-12-27 19:56:23.783783780,2023,12,Wednesday,166,33,0,Returning,Direct,Bank Transfer,10,Home & Kitchen,0
1151,Unknown,15697.933173580235,15697.933173580235,0.0,2024-04-04 19:40:32.432432432,2024,4,Thursday,127,13,0,VIP,Online,Credit Card,5,Clothing,0
1152,East,18077.222278850877,18077.222278850877,0.0,2023-08-23 09:07:44.864864864,2023,8,Wednesday,143,84,0,Returning,In-Store,Cash,1,Clothing,0
1153,North,25031.464046072204,21276.74443916137,15.0,2024-08-23 07:41:15.675675672,2024,8,Friday,178,54,0,VIP,Online,Bank Transfer,2,Books,0
1154,East,17115.540652384258,17115.540652384258,0.0,2023-08-06 18:37:07.027027024,2023,8,Sunday,140,7,0,New,Direct,Credit Card,8,Books,0
1155,North,24178.460560325708,21760.61450429314,10.0,2024-05-28 11:10:16.216216216,2024,5,Tuesday,162,79,0,New,Online,Bank Transfer,1,Toys,0
1156,South,14351.46572671191,12916.319154040719,10.0,2024-06-27 11:33:20.000000000,2024,6,Thursday,122,87,1,VIP,In-Store,Cash,3,Books,0
1157,East,22649.02088957641,19251.66775613995,15.0,2023-07-13 12:10:48.648648648,2023,7,Thursday,174,14,0,VIP,Online,Cash,2,Home & Kitchen,0
1158,South,19838.544718495505,18846.617482570728,5.0,2024-05-02 06:45:02.702702704,2024,5,Thursday,147,87,0,New,Direct,Credit Card,5,Books,0
1159,North,7641.777499363554,6877.599749427199,10.0,2023-08-27 05:05:35.135135132,2023,8,Sunday,131,19,1,VIP,Direct,Bank Transfer,4,Health & Beauty,0
1160,West,16015.523722647617,16015.523722647617,0.0,2024-08-29 01:38:01.081081080,2024,8,Thursday,156,54,0,Returning,In-Store,Bank Transfer,7,Sports,0
1161,East,22885.3606359027,21741.092604107565,5.0,2024-06-04 11:46:18.378378376,2024,6,Tuesday,199,93,0,Returning,Direct,Bank Transfer,5,Home & Kitchen,0
1162,North,18984.773069785035,18035.53441629578,5.0,2023-03-12 21:20:00.000000000,2023,3,Sunday,132,20,0,Returning,Online,Bank Transfer,8,Toys,0
1163,West,21855.729366856543,19670.15643017089,10.0,2024-07-14 02:03:57.837837832,2024,7,Sunday,123,29,0,Returning,Online,Credit Card,4,Health & Beauty,0
1164,West,16980.074066420897,15282.066659778808,10.0,2023-01-04 04:38:11.891891891,2023,1,Wednesday,138,24,0,Returning,Online,Cash,6,Health & Beauty,0
1165,South,20432.9489373645,19411.301490496277,5.0,2024-08-16 07:05:13.513513512,2024,8,Friday,133,82,1,VIP,Direct,Credit Card,4,Sports,0
1166,North,19221.613823039603,18260.533131887623,5.0,2024-03-24 07:47:01.621621616,2024,3,Sunday,155,63,0,VIP,Online,Bank Transfer,2,Clothing,0
1167,West,25838.91030829904,21963.073762054184,15.0,2024-06-23 15:35:29.729729728,2024,6,Sunday,127,74,0,Returning,Online,Bank Transfer,1,Home & Kitchen,0
1168,East,21272.104216506064,21272.104216506064,0.0,2024-08-25 05:40:10.810810808,2024,8,Sunday,136,57,0,VIP,Online,Cash,1,Sports,0
1169,East,21688.01331037601,18434.811313819606,15.0,2023-06-27 12:59:49.189189188,2023,6,Tuesday,106,8,0,VIP,In-Store,Bank Transfer,8,Health & Beauty,0
1170,South,17940.615169387664,16146.553652448898,10.0,2023-09-01 07:42:42.162162160,2023,9,Friday,167,90,0,Returning,Direct,Credit Card,4,Toys,0
